2018-04-13 23:21:03  [ main:0 ] - [ DEBUG ]  this is debug message!
2018-04-13 23:21:03  [ main:3 ] - [ INFO ]  this is information!
2018-04-13 23:21:03  [ main:3 ] - [ ERROR ]  this is error message!
2018-04-14 09:09:50  [ main:0 ] - [ DEBUG ]  this is debug message!
2018-04-14 09:09:50  [ main:3 ] - [ INFO ]  this is information!
2018-04-14 09:09:50  [ main:3 ] - [ ERROR ]  this is error message!
2018-04-14 09:09:50  [ main:6 ] - [ INFO ]  成败型打分方法被调用！
2018-04-14 09:17:37  [ main:0 ] - [ DEBUG ]  this is debug message!
2018-04-14 09:17:37  [ main:0 ] - [ INFO ]  this is information!
2018-04-14 09:17:37  [ main:0 ] - [ ERROR ]  this is error message!
2018-04-14 09:18:22  [ main:0 ] - [ DEBUG ]  this is debug message!
2018-04-14 09:18:22  [ main:2 ] - [ INFO ]  this is information!
2018-04-14 09:18:22  [ main:2 ] - [ ERROR ]  this is error message!
2018-04-14 20:38:55  [ main:0 ] - [ INFO ]  创建一个PCA对象
2018-04-14 20:38:55  [ main:59 ] - [ INFO ]  开始PCA计算
2018-04-14 20:38:55  [ main:61 ] - [ INFO ]  PCA：计算关系矩阵
2018-04-14 21:43:45  [ main:0 ] - [ INFO ]  创建一个PCA对象
2018-04-14 21:43:45  [ main:3 ] - [ INFO ]  开始PCA计算
2018-04-14 21:43:45  [ main:4 ] - [ INFO ]  PCA：计算关系矩阵
2018-04-14 21:55:29  [ main:0 ] - [ INFO ]  创建一个AHP对象
2018-04-14 21:55:29  [ main:3 ] - [ INFO ]  开始AHP的计算
2018-04-14 22:00:20  [ main:0 ] - [ INFO ]  创建一个PCA对象
2018-04-14 22:00:20  [ main:4 ] - [ INFO ]  开始PCA计算
2018-04-14 22:00:20  [ main:5 ] - [ INFO ]  PCA：计算关系矩阵
2018-04-14 22:00:27  [ main:0 ] - [ INFO ]  创建一个AHP对象
2018-04-14 22:00:27  [ main:3 ] - [ INFO ]  开始AHP的计算
2018-04-22 10:51:47  [ main:0 ] - [ INFO ]  单因素方差分析方法被调用
2018-04-22 10:53:04  [ main:0 ] - [ INFO ]  OneWayANOVA单因素方差分析方法被调用
2018-04-22 11:00:23  [ main:0 ] - [ INFO ]  双因素方差方法被调用
[INFO ] 2018-04-22 11:07:16  [ main:0 ] - [ INFO ]  单因素方差分析方法被调用
[INFO ] 2018-04-22 11:08:40,536 method:ProductQuality.OneWayANOVA.m_OneWayANOVA(OneWayANOVA.java:133)
[INFO ] 2018-05-01 10:11:30,929 method:Preprocessor.Gravity.m_Gravity(Gravity.java:32) 比重法标准化方法被调用
[INFO ] 2018-05-01 10:11:30,929 method:Preprocessor.Gravity.m_Gravity(Gravity.java:32) 比重法标准化方法被调用
[INFO ] 2018-05-01 10:11:30,930 method:Weight.WeightedAverage.m_WeightedAverage(WeightedAverage.java:16) 加权平均法求体系值被调用
[INFO ] 2018-05-01 10:15:44,420 method:ProductQuality.VarianceSelection.m_VarianceSelection(VarianceSelection.java:39) 方差选择法被调用
[INFO ] 2018-05-01 10:15:44,424 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:15:44,424 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:15:44,425 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:15:44,425 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:15:44,425 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,214 method:ProductQuality.CorrelationCoefficient.m_CorrelationCoefficient(CorrelationCoefficient.java:17) 相关系数法被调用
[INFO ] 2018-05-01 10:18:40,220 method:ProductQuality.FTest.m_FTest(FTest.java:49) FTest 被调用
[INFO ] 2018-05-01 10:18:40,222 method:ProductQuality.InformationGain.m_InformationGain(InformationGain.java:17) 信息增益法被调用
[INFO ] 2018-05-01 10:18:40,223 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,224 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,224 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,224 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,224 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,226 method:ProductQuality.LogisticRegression.m_LogisticRegression(LogisticRegression.java:17) 逻辑回归系数法被调用
[ERROR] 2018-05-01 10:18:40,227 method:ProductQuality.LogisticRegression.m_LogisticRegression(LogisticRegression.java:19) 
[INFO ] 2018-05-01 10:18:40,227 method:ProductQuality.LogisticRegression.train(LogisticRegression.java:25) 逻辑回归训练权重向量
[INFO ] 2018-05-01 10:18:40,237 method:ProductQuality.OneWayANOVA.m_OneWayANOVA(OneWayANOVA.java:133) 单因素方差分析方法被调用
[INFO ] 2018-05-01 10:18:40,237 method:ProductQuality.SVMCoefficient.m_getCoefficient(SVMCoefficient.java:90) SVM系数法被调用
[INFO ] 2018-05-01 10:18:40,237 method:ProductQuality.SVMCoefficient.Train(SVMCoefficient.java:66) SVM训练权重向量
[INFO ] 2018-05-01 10:18:40,362 method:ProductQuality.TwoWayANOVA.m_TwoWayANOVA(TwoWayANOVA.java:143) 双因素方差方法被调用
[INFO ] 2018-05-01 10:18:40,366 method:ProductQuality.VarianceSelection.m_VarianceSelection(VarianceSelection.java:39) 方差选择法被调用
[INFO ] 2018-05-01 10:18:40,368 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,369 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,369 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,369 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:18:40,369 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,953 method:ProductQuality.CorrelationCoefficient.m_CorrelationCoefficient(CorrelationCoefficient.java:17) 相关系数法被调用
[INFO ] 2018-05-01 10:19:43,959 method:ProductQuality.FTest.m_FTest(FTest.java:49) FTest 被调用
[INFO ] 2018-05-01 10:19:43,960 method:ProductQuality.InformationGain.m_InformationGain(InformationGain.java:17) 信息增益法被调用
[INFO ] 2018-05-01 10:19:43,961 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,962 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,962 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,962 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,963 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,965 method:ProductQuality.LogisticRegression.m_LogisticRegression(LogisticRegression.java:17) 逻辑回归系数法被调用
[ERROR] 2018-05-01 10:19:43,967 method:ProductQuality.LogisticRegression.m_LogisticRegression(LogisticRegression.java:19) 
[INFO ] 2018-05-01 10:19:43,968 method:ProductQuality.LogisticRegression.train(LogisticRegression.java:25) 逻辑回归训练权重向量
[INFO ] 2018-05-01 10:19:43,976 method:ProductQuality.OneWayANOVA.m_OneWayANOVA(OneWayANOVA.java:133) 单因素方差分析方法被调用
[INFO ] 2018-05-01 10:19:43,977 method:ProductQuality.SVMCoefficient.m_getCoefficient(SVMCoefficient.java:90) SVM系数法被调用
[INFO ] 2018-05-01 10:19:43,977 method:ProductQuality.SVMCoefficient.Train(SVMCoefficient.java:66) SVM训练权重向量
[INFO ] 2018-05-01 10:19:43,987 method:ProductQuality.TwoWayANOVA.m_TwoWayANOVA(TwoWayANOVA.java:143) 双因素方差方法被调用
[INFO ] 2018-05-01 10:19:43,989 method:ProductQuality.VarianceSelection.m_VarianceSelection(VarianceSelection.java:39) 方差选择法被调用
[INFO ] 2018-05-01 10:19:43,990 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,990 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,990 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,991 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
[INFO ] 2018-05-01 10:19:43,991 method:Preprocessor.MinMax.m_MinMax(MinMax.java:47) MIN_MAX标准化方法被调用
